gruiformes: Animal
antrozous: Animal
eleutherodactylus: Animal
moonwort: Nature
tiliaceae: Nature
mnium: Nature
testacean: Animal
processing: Tech
myxinidae: Animal
reptantia: Animal
candlepower: Light
seaweed : Water 
cowage : Water
lumberman : Cutting
teleprompter : Tech
larva : Nature
gastropod : Animal
fortunetelling : Magic
erasure : Light
biology : Nature
display : Tech
x-raying : Light
deposit : Earth
splicer : Tech
malpractice : Evil
hydrodamalis : Water
wellbeing : Healing
renegade : Evil
nimbus : Air
tack : Piercing
goldbrick : Blunt
breathalyzer : Tech
afterburner : Fire
brugmansia : Nature
tigress : Animal
fumigation : Toxic
paraphilia : Evil
mushroom : Nature
centrifuge : Tech
vermifuge : Toxic
conspiracy : Evil
workhorse: Nature
plane: Tech
tiger: Animal
fir: Fire 
chloropicrin: Toxic 
biotechnology: Tech 
vulcanization : Tech
contempt : Evil
phyllostomidae : Animal
nycticebus : Animal
lacerta : Animal
bloodbath : Death
walloper : Blunt
shocker : Electric
vulcanizer : Fire
weakfish : Water
caterwaul : Animal
euphoriant: Life
reforestation: Nature
lash: Cutting
mephobarbital: Toxic
satyr: Animal
hematocytopenia: Life
musophagidae: Animal
caesalpinia: Nature
arachnid: Animal
grease-gun : Tech 
propjet : Tech 
cleric : Magic 
cracidae : Animal 
cotton : Nature 
modem : Tech 
moss : Nature
bitchery : Animal
petal : Nature
langur : Animal
leptotyphlops : Animal
mews : Animal
flax : Nature
stream : Water
slash : Cutting
fluidity : Water
bludgeon : Blunt
druid : Magic
lioness : Animal
estuary : Water
rotor : Tech
gerbillinae : Animal
basset : Animal
rifleman : Cutting
pacemaker : Tech
bhakti : Nature
carcinoid : Toxic
sitar : Nature
photophobia : Light
miscarriage : Life
echinocactus : Nature 
hawthorn : Nature
hospital : Healing
wildness : Nature
baboon : Animal
typhon : Dark
goldmine : Earth
firebrat : Fire
cricket : Animal
podicipedidae : Animal
murderess : Evil
rotogravure : Tech
bustard : Animal
sardine : Animal
pro-lifer : Life
osteomalacia : Healing
owlet : Animal
spork : Blunt
silvervine : Nature
cochin : Animal
lama : Animal
struthionidae : Animal
doxorubicin : Toxic
scan : Tech
relay : Tech
peccary : Animal
sennit : Nature
gunfire : Fire
miterwort : Nature
pliers : Cutting 
hailstorm : Water
kelp : Water
hostility : Evil
readout : Tech
trichechus: Water
landscape : Nature
lysimachia : Nature
greenbelt : Nature
porbeagle : Animal
ceratopogon : Animal
stegosaur : Animal 
earth : Earth
harpist : Magic
satellite : Tech
deathblow : Death
urethritis : Toxic
creek : Water
watt : Electric
basidiomycota : Nature
chimera : Magic
rest : Life
stictopelia : Animal
garrulinae : Animal
nettle : Nature
forbearance : Healing
pitching : Blunt
whack : Blunt
radiocarbon : Tech
marmota : Animal
sharkskin : Cutting
charales: Water
woodcraft: Nature
dichromat: Light
meow: Animal
aquifoliaceae: Nature
network: Tech
electrosleep: Electric
curium : Toxic
octopoda : Nature
gnosticism : Magic
sheep-tick : Animal
ampere : Electric
socket : Tech
celeriac : Nature
coerebidae : Animal
necrosis : Death
catchment : Water
oyster : Animal
countryside : Nature
larynx : Animal
boarding : Tech
disinfectant : Toxic
chinchilla : Animal
periodontics : Healing
silverback : Animal
tarantula : Animal
oxazepam : Toxic
sanctification : Healing
chloroacetophenone : Toxic
mineralogy : Earth
resilience : Life
infarct : Dark
hirudinea : Animal
solomon's-seal : Nature
naiad : Water 
ivy : Nature 
euphorbiaceae : Nature 
happiness : Good 
etna : Fire 
alliaceae : Nature 
frogbit : Animal 
lux : Light 
salamandridae : Animal 
piculet : Animal 
tablet : Tech
lady-of-the-night : Evil
ogress : Nature
electron : Electric
toxicognath : Toxic
dawn : Light
pottery : Earth
bladderwrack : Water
vipera : Nature
placenta : Life
pipeline : Tech
quarrel : Blunt
sprites : Air
exotoxin : Toxic 
cowbird : Animal
laptop : Tech
dogsled : Animal
spell-checker : Tech
green : Life
idealist : Good
vulgarization : Evil
juglans: Water
sapsucker: Animal
tokamak: Tech
skunk: Animal
ichneumon: Animal
mesmer: Magic
saladin : Nature
cuttlefish : Water
cockleshell : Earth
talcum : Healing
lancers : Piercing
nemertea : Water
partridge : Animal
spotlight : Light
gerbillus : Animal
perisoreus : Animal
toaster : Tech
twilight : Dark
striker : Cutting
dasyprocta : Animal
juniper : Nature
paregoric : Healing
perishable : Life
toxin : Toxic
needlefish : Animal
actinomycete: Nature
sarin : Toxic
mining : Earth
malacopterygii : Animal
kahikatea : Nature
laser : Tech
avicennia : Nature
grevillea : Nature
harmfulness : Evil
phosphor : Electric
archegonium : Nature
optimization : Tech
minesweeping : Earth
permanganate : Toxic
didelphis : Animal
arboretum : Nature
miniaturization : Tech
hyena : Animal
scintillation : Light
immortality : Life
humaneness : Good
boswellia : Nature
reincarnationism : Life 
bauhinia : Nature
heartrot : Evil
duplicator : Tech
homophobia : Evil
spruce : Nature
wheatfield : Nature
wakefulness : Light
gracefulness : Good
scopolamine : Toxic
backache : Life
meerkat : Animal
nailhead : Piercing
hemlock : Toxic
terrier : Animal
anaglyphy : Light
kalashnikov : Tech
siphonaptera : Animal
ceratodontidae : Animal
visualizer : Tech
forest : Nature
insect : Animal
philanthropy : Good
brooklet : Water
lindane : Toxic
sparring : Blunt 
fruitfulness : Nature 
diode : Electric 
technetium : Tech 
helping : Healing
phytochemical : Nature
hyperthyroidism : Toxic
chinchillidae : Animal
thyroidectomy : Toxic
balaenoptera : Animal
gangrene : Toxic
ringhals : Toxic
oxylebius : Animal
perodicticus : Animal
motacilla : Animal
knobkerrie: Blunt
pandanus : Nature
xerography : Tech
cracticidae : Animal
warble : Animal
spitfire : Fire
mourning : Death
acorn : Nature
centrarchidae : Animal
gobiesocidae : Animal
herb : Nature
goldfinch : Animal
forget-me-not : Nature
potion : Healing
alga : Water
fomentation : Fire
matador : Blunt
recoding : Tech
baya : Nature
garrote : Cutting
murine : Animal
danger : Evil
cumulus : Water
schorl : Earth
torreya : Nature
pug : Animal
transfusion : Healing
night-light : Light
forgivingness : Good
amoralism : Evil
manx : Animal
spellbinder : Magic
gust : Air
manganite : Earth
neuroplasty : Healing
herring : Water
shininess : Light
klystron : Tech
foulness : Evil
exaltation : Good
jacksmelt : Water
peat : Nature
bucerotidae : Animal
otter : Animal
tricyclic : Toxic
gastritis : Healing
charity : Good
millipede : Animal
garroter : Piercing
theodolite : Tech
elk : Animal
aphididae : Animal
mammal : Animal
berith : Evil
sedation : Healing 
time-switch : Tech
whale : Animal
screwdriver : Piercing
friendly : Good
xenorhyncus : Animal
mossback : Nature
cypraea : Animal
quarryman: Earth
phytophthora : Toxic
macaque : Animal
barbet : Animal
serrasalmus : Animal
euthanasia : Death
born : Life
muscovy : Animal
spear : Piercing 
gasfield : Fire
aflatoxin : Toxic
coppersmith : Tech
clusia : Nature
chrism : Magic
sweetbrier : Nature
cardiidae : Animal
greed : Evil
bitumen : Toxic
lust : Evil
afforestation : Nature
shuffleboard : Blunt
patchcord : Tech
dihydrostreptomycin : Healing
good : Good
cheerlessness : Dark
poppy : Nature
picket : Piercing
swarm : Animal
bang : Cutting
cut : Cutting
cynipidae: Animal
amphicarpaea: Nature
tinca: Animal
herpestes: Animal
gaylussacia: Nature
hemiramphidae: Animal
solenostemon: Nature
formicarius: Animal
staghound: Animal
potorous: Animal
snakefly : Animal 
matrimony : Life 
parent : Life 
rain-wash : Water 
megabit : Tech 
iguanodontidae : Animal 
twayblade : Nature
protractor : Tech
wisent : Animal
cimicifuga : Nature
cryosurgery: Healing
chachalaca: Animal
echocardiograph: Tech
pterosauria: Air
air: Air
retrorocket: Tech
autoradiograph: Tech
fratercula: Animal
oleandraceae: Nature
naticidae: Animal
incense : Nature
tallgrass : Nature
duralumin : Tech
sprout : Nature 
arctocebus : Animal
pycnodysostosis : Toxic
trichosurus : Animal
apocynaceae : Nature
enterolith : Earth
contaminant : Toxic
tremor : Earth
starling : Animal
antarctic : Water 
whiteness : Light 
smelt : Fire 
diorite : Earth 
mystique : Magic 
industrialist : Tech 
orrisroot : Nature
causalgia : Healing
onchocerciasis : Toxic
cucumber : Nature
executioner : Death
naturopath : Healing
vampirism : Dark
tinamou : Animal
belligerence : Evil
arc : Electric
timeline : Tech
hedysarum : Nature
stachys : Nature
nephrite : Earth
nicotine : Toxic
eaglet : Animal
nephelinite : Earth
pterocles : Animal
breechloader : Blunt
snowdrift : Water
fetterbush: Nature
caribou: Animal
utahraptor: Animal
chert: Earth
pinnotheridae: Animal
orpiment: Toxic
asphodelaceae : Nature
costia : Toxic
detox : Healing
enterobius : Animal
vertebrate : Animal
quail : Animal
chilomeniscus : Animal
artamus : Animal
spondylarthritis : Toxic
oleaceae : Nature
paw : Animal
araucariaceae : Nature
cleavers : Cutting
youngness : Life
porcupinefish : Animal
salamander : Nature
microfilm : Tech
nutgrass : Nature
pistil : Nature 
potamogetonaceae : Nature
cadaverine : Death
satanophobia : Evil
animalcule : Animal
epigaea : Nature
flywheel: Tech
backblast: Fire
bile: Toxic
lupine: Animal
rotgut: Toxic
breathing : Life
luxuriance : Nature
diphtheria : Toxic
fizz : Electric
seawater: Water
pinball: Blunt
effector: Tech 
fury: Evil
fog: Air
astrologer: Magic 
deathtrap: Death
lion's-ear : Animal 
radiographer: Electric 
powerhouse: Tech 
penknife: Piercing
combativeness : Evil
replication : Tech
casuarinales : Nature
aphrophora : Air
emanation : Magic
idahoan : Nature
plagianthus : Nature
orangutan : Animal
flier : Air
safflower : Nature
mealworm : Animal
mashie : Blunt
komondor : Animal
gladiolus : Nature
okapi : Animal
enervation : Dark
diodon : Toxic
horseshow: Animal
gardener : Nature
haywood : Air
normalizer : Tech
minelayer : Earth
herbage : Nature
clout : Cutting
yellowstone : Nature
ubiquinone : Healing
superbug : Toxic
muscicapa : Animal 
milliammeter : Tech
smashing : Blunt
grate : Piercing
halocarbon : Air
forging : Cutting 
macrophage : Animal
animosity : Evil
sesamum : Nature
koala : Animal
authentication : Tech
favus : Toxic
isatis : Healing
bronchitis : Healing
toxostoma : Animal
booster : Tech
impetigo : Toxic
mycology : Nature
napalm: Fire
triode: Tech
breeze: Air
religiousness: Good
plesiosaur: Nature
mespilus : Nature
ramjet : Tech
marjoram : Nature
domination : Evil
fishpaste : Water
blackfish : Animal
dracaena : Nature
psychotria : Nature
melter : Fire
viaduct : Tech
moat : Water
woodlouse : Animal
orpine : Nature
pyromania : Fire
narcissus : Nature
moisture : Water
incineration : Fire
monsoon : Water
frankenstein : Nature
half-light : Light
farmplace : Nature
rigger : Tech
dogfish : Animal
megadeath : Death
tundra : Nature
dichlorodiphenyltrichloroethane : Toxic
honor : Good
enemy : Evil
startup : Tech
merostomata : Animal
tangerine : Nature
oceanographer : Water
flush : Water
icepick : Piercing
materiel : Tech
longboat : Water
millpond : Water
